,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100
SIDM00710,2.57355,1.93005,-3.77846,-0.73701,-1.42104,0.8673,0.17147,-0.22502,1.41102,-4.35664,0.52299,0.08556,-0.5784,-1.0846,0.05917,0.61734,-0.28236,-0.55067,-0.00721,-0.69278,-0.05166,0.22115,0.12174,0.07228,0.10586,0.07238,-0.0717,-0.0927,-0.02431,0.42575,0.7554,0.87257,-0.00211,0.00125,0.56816,0.17422,0.5194,0.0847,-0.02609,1.15114,-0.04099,0.08856,-0.03142,0.06189,0.1014,-0.01403,-0.20293,0.19066,-0.22789,0.2456,-0.33261,-0.22664,-0.3021,0.14484,0.05585,0.04643,0.05619,-0.10021,0.038,-0.01068,-0.11006,0.38983,0.13271,-0.37205,-0.15738,0.38508,0.01246,-0.28531,-0.15493,0.31144,0.01783,-0.11665,-0.01335,-0.02012,0.17773,-0.15937,0.51772,-0.00308,-0.02249,-0.28969,-0.18536,-0.13661,0.32753,0.13487,-0.1103,0.06146,0.03859,0.00142,-0.0368,-0.06176,0.13226,0.00038,-0.11097,-0.09186,-0.08507,-0.19228,-0.03293,-0.12937,0.00021,-0.05068
SIDM01237,-2.11858,0.386,-1.42137,0.71657,2.17162,0.02142,-0.80586,0.30574,-0.0626,2.63997,-0.05135,0.16973,-2.34881,1.06878,0.53766,0.54763,0.66737,-0.44419,-0.03593,2.66337,-0.35476,-2.00456,-0.45831,-0.12595,-1.2899,0.42197,-1.09859,0.65835,0.05099,-1.85569,-1.46042,-0.0427,-0.31755,0.97059,-0.55875,-0.2745,0.61194,-0.42223,-0.23532,0.70889,0.14899,-0.55087,-0.02541,0.27715,-0.30384,-0.37364,0.03647,0.08727,-0.01676,-0.39544,-0.55438,-0.38751,-0.78497,0.0221,-0.52248,-0.13861,0.59571,0.33921,-0.06745,-0.13898,-0.13353,0.02309,0.52211,0.06842,0.95621,0.01434,0.07686,0.56334,0.25408,0.72745,0.04806,0.63544,-0.32916,0.31879,-0.18442,0.42496,-0.27878,-0.38714,-0.16706,0.07023,0.3738,0.47696,-0.26908,0.00606,0.15201,-0.39192,0.01631,0.07315,0.17945,-0.14182,-0.07342,-0.06983,0.00044,0.0316,0.59008,-0.06839,-0.51255,0.4466,-0.39337,-0.00439
SIDM01002,-1.81971,0.78699,1.16891,-0.59083,-0.66968,-1.16116,0.06059,0.0023,-0.51994,3.44693,1.07997,0.10506,2.74724,0.43804,0.1023,-0.38029,0.19222,0.147,-0.02922,0.59813,0.03592,0.60856,-0.5072,0.11075,0.01808,-0.06729,-0.02699,0.27198,0.0397,0.14279,-0.10072,-0.22921,-0.08605,-0.12852,-0.03113,0.01783,-0.17641,0.01385,-0.28391,0.82903,-0.14248,-0.02697,-0.03042,0.59454,-0.08045,-0.04993,0.03025,0.10984,0.09659,-0.21978,0.99786,0.05843,-0.0727,0.13368,-0.05355,-0.4254,0.55003,-0.02651,0.13584,-0.13462,-0.0676,0.06419,-0.23649,-0.31182,0.32959,0.05124,0.0413,0.14974,-0.10022,0.40219,0.08209,0.0736,-0.02737,0.23656,0.11462,0.03503,0.00853,-0.0952,-0.05046,0.14735,0.08151,0.01505,-0.09273,-0.06552,-0.25048,0.17168,0.00115,0.18917,0.05061,-0.02733,-0.15739,0.02128,-0.04328,-0.14365,-0.02617,-0.03234,0.14977,0.11149,0.00583,-0.15215
SIDM00548,0.1192,1.04345,-2.20649,-0.24272,-0.5272,2.13572,0.09398,0.16524,0.02967,-1.00465,-0.01507,-0.00528,-0.88927,-0.83916,0.23881,-1.17218,0.12081,-1.01678,-0.00374,-1.01933,-0.23305,0.05033,0.31723,0.18669,0.33361,0.46427,-0.27489,-0.89614,0.03092,0.20212,1.36641,-0.31444,0.52248,0.15045,1.20691,-0.42904,-0.41512,0.00385,0.02393,0.83928,-0.16254,-0.45675,0.10241,-0.74665,-0.09247,-0.21453,0.08072,-0.46366,0.10311,-0.74513,-0.31838,0.25737,-0.71389,-0.03322,0.19208,0.56991,-0.28853,0.11671,-0.15443,0.0201,-0.08409,-0.14378,0.20171,-0.08547,0.08814,0.24357,0.04971,-0.41598,-0.11723,0.0677,-0.04504,0.31985,-0.26351,0.20135,0.15558,0.09463,-0.06688,-0.21732,-0.02574,-0.41412,0.12825,-0.01203,-0.06427,-0.21628,0.11109,0.18197,0.21101,0.13591,-0.10342,-0.01089,0.19705,0.3296,-0.12369,0.35296,0.2066,-0.26222,-0.02798,-0.17811,0.03045,-0.13572
SIDM00588,-2.78693,0.31761,0.68698,-0.02094,-2.32562,1.38135,0.66125,1.00477,-1.47508,-0.97527,-0.46459,-0.12866,0.16857,-0.2765,0.40038,0.02923,0.29306,0.47593,0.00553,-0.0321,0.09532,-0.14351,-0.06671,-0.18497,-0.02441,0.3041,0.19995,0.21498,0.00348,-0.17377,-0.03813,0.09996,-0.06589,-0.06396,0.04348,-0.01312,0.17693,-0.15734,0.10446,-0.55511,0.03337,-0.01432,0.02978,-0.35769,0.10305,0.44341,-0.03437,0.47969,-0.42351,-0.06916,0.20014,0.1817,-0.11112,0.04117,0.06147,0.0357,0.21186,0.03546,0.04316,0.08491,-0.05266,-0.11368,0.08626,-0.26072,0.2052,-0.05087,-0.00483,-0.20018,0.18737,0.24999,0.05448,-0.19654,0.12063,-0.05507,-0.04589,-0.02416,-0.12534,0.01339,-0.09996,-0.02628,-0.10535,-0.06032,0.08102,-0.11241,0.13232,0.0947,0.05598,0.02938,-0.13802,0.0173,0.10237,-0.06078,-0.03826,-0.16903,-0.13598,-0.10491,-0.00089,0.12141,0.16802,0.21619
SIDM00306,-0.44716,-0.43862,0.06127,-0.07025,1.008,-0.6661,-0.17125,-0.38647,-0.62269,-2.95137,0.12262,0.86901,-1.17214,-0.67655,-0.52162,-0.8377,0.26027,-0.17811,0.00123,-0.31264,-0.12253,-0.1652,-0.33199,0.4069,0.10944,0.13723,0.41527,-0.55976,-0.00782,-1.32282,0.17042,-0.19045,0.10902,0.09812,-0.08995,0.70286,-0.73921,-0.08132,0.79856,-1.3193,-0.3521,-0.08751,0.09083,-0.79228,-0.13517,0.11303,0.08637,0.04866,-0.04792,-0.53429,0.35587,0.22237,-0.33764,-0.18071,-0.16878,0.48437,0.29822,-0.08299,0.02373,0.04277,0.21714,-0.12373,0.37579,0.3834,-0.15588,-0.05915,0.02537,0.26487,-0.22802,-0.23093,-0.32688,-0.17721,-0.01123,-0.42765,0.06697,0.46063,0.04255,0.02463,-0.27732,-0.18528,0.18079,0.10493,0.11207,0.50361,0.30244,0.30169,-0.16508,-0.01594,-0.0906,-0.00825,-0.15916,-0.09008,-0.00249,0.26302,0.03532,0.05158,-0.16323,0.06679,-0.00315,-0.0631
SIDM00718,-2.7958,0.49846,0.50659,-0.14065,-0.20552,1.35548,0.0109,-0.27424,-0.5234,-2.71157,0.56979,0.77896,-0.17727,0.17274,-0.53852,-1.22793,-0.09125,0.0404,0.04155,2.04305,0.11703,-0.42616,0.02948,0.35704,-0.00597,0.13079,0.60035,-0.54945,-0.02904,-1.46695,-0.14154,-0.51231,-0.03615,-0.29101,0.9436,0.70704,-0.67727,0.27081,-0.01692,-0.35004,-0.02094,-0.1398,0.17073,-1.26541,0.09989,0.20143,0.23772,0.03738,-0.08905,0.49922,0.17194,-0.14138,0.01691,-0.09274,-0.04695,0.66266,0.1592,-0.0756,-0.28168,0.08771,-0.02529,-0.26587,0.38173,0.87907,0.30008,-0.17478,-0.0104,0.10468,0.17205,-0.19539,0.19361,0.028,-0.26501,-0.24054,0.08426,0.16496,-0.01193,0.17132,0.21847,-0.11644,0.05642,-0.07068,0.04318,0.01585,-0.34251,0.00908,-0.21258,0.12481,-0.01488,0.09881,0.31733,-0.02074,-0.05194,0.18277,-0.25708,-0.23718,-0.01392,0.04578,0.05539,-0.13596
SIDM00833,-4.43642,2.3757,-0.12846,0.0135,1.2837,-0.1975,-0.11048,0.22076,1.38226,-0.13724,-0.10035,-0.60086,0.90171,0.07004,-0.41988,0.51288,0.02942,0.35477,0.01076,-1.05112,0.22837,-0.57323,-0.07442,0.01122,0.02802,0.07742,0.19013,0.11078,0.01897,0.01062,0.30518,-0.2813,-0.10913,-0.16447,-0.24072,-0.16307,-0.66593,0.28267,-0.16886,-0.03158,-0.09384,0.09228,-0.01738,0.75547,-0.10774,-0.04624,-0.06902,0.16927,-0.27375,0.12537,-0.11755,0.23187,-0.50408,0.27152,0.05488,0.56081,0.34855,0.01823,-0.07202,0.0062,-0.03457,0.22295,-0.2452,0.33484,-0.34284,0.03937,-0.17594,0.03434,-0.03289,0.09579,0.05118,0.23731,0.14938,-0.06183,0.14218,0.22757,0.02303,-0.02801,-0.18217,-0.18837,0.10799,-0.18844,-0.13573,0.05258,0.22412,-0.10777,-0.12321,0.34666,0.01758,0.04791,0.15112,0.07635,-0.07479,-0.02145,-0.10426,0.05372,-0.03418,-0.12419,0.04817,0.02655
SIDM01098,4.09872,0.21078,-1.31291,-0.28901,-1.0244,-0.09168,-0.1686,0.1119,1.09583,1.60985,-0.37494,-0.0091,1.09648,4.92916,-0.24975,-0.64216,-0.04228,1.09586,0.00993,-0.0742,0.0531,0.05147,-0.08451,-0.11167,0.35847,-0.07789,0.51354,0.00867,0.02257,-0.06761,0.47969,0.85826,-0.15406,-0.10537,0.03069,0.13701,-0.10044,0.19212,1.0038,0.10738,0.05196,0.06011,0.11076,0.05443,-0.03813,0.13939,0.04833,0.04594,-0.04492,0.36439,-0.31487,-0.19963,-0.1028,0.03076,-0.24556,0.03568,0.35113,0.03669,0.16324,0.11802,-0.1819,0.013,0.12423,-0.13249,-0.22109,-0.05444,-0.02975,-0.1859,0.02646,-0.1293,-0.21914,-0.35141,-0.25389,-0.17909,-0.074,-0.15495,0.10499,-0.23052,0.06587,-0.02748,-0.07836,0.29548,0.01878,-0.07889,0.1608,-0.10558,0.01984,-0.04116,-0.00607,0.08669,0.12647,-0.1289,-0.14811,0.19914,0.12132,0.25806,-0.05131,-0.07032,-0.03252,-0.04612
SIDM01196,2.24841,-1.42521,1.94219,0.60057,-1.0711,-1.35848,-0.34302,-0.56332,0.51341,1.50788,0.13743,0.06584,-0.1234,-0.14349,0.23894,0.69159,-0.26175,-0.44985,0.00157,0.78206,0.14125,-0.86543,-0.40833,-0.11067,0.24517,0.33422,0.13383,0.61499,0.02097,0.02813,-0.54485,0.09153,0.03462,-0.07454,0.01371,-0.17907,0.14254,0.16763,0.06325,-0.0732,0.09827,0.17539,-0.17175,-0.82007,-0.19872,0.19447,-0.06498,0.02452,0.00048,0.53951,0.36039,0.10354,-0.44577,0.1595,0.14577,0.19527,-0.09124,0.03263,0.00765,-0.15477,-0.16107,0.04562,-0.41411,0.83662,-0.01105,-0.40889,-0.0292,-0.06984,-0.02515,0.10801,0.11436,-0.21513,0.19037,0.16025,0.10733,-0.17641,0.06112,-0.03472,-0.13703,-0.14503,0.08506,-0.02528,0.00814,0.08233,-0.11778,0.06577,-0.02822,0.13981,-0.1116,0.1279,0.2329,-0.09554,-0.09041,-0.16429,-0.0673,-0.20686,0.02872,-0.03303,0.13956,0.00116
SIDM00235,0.30507,0.50967,1.05273,0.04567,0.42421,-1.2707,-0.02265,-1.57465,1.27066,-0.06032,0.11833,-0.44535,-2.81418,0.27075,0.70379,-0.5857,-0.35591,0.94684,0.00547,-0.1665,0.00435,0.51535,-0.23094,-0.25169,-0.00156,-0.18916,-0.28553,-0.26599,-0.01663,0.18872,-0.25754,-0.69687,-0.24389,0.09095,0.22493,-0.11601,-0.44534,0.063,-0.27993,-1.44684,0.14658,-0.04589,0.10803,0.34245,-0.01825,-0.00611,-0.0902,0.39,0.03825,0.22609,-0.80429,0.07257,-0.15969,0.06943,0.09703,0.34,-0.14455,0.0129,-0.09031,0.16907,0.11097,-0.0782,0.27506,0.49144,-0.12849,0.09459,0.03156,0.18223,-0.30495,-0.06458,-0.04036,-0.0372,0.09916,0.0984,-0.13417,0.16359,-0.10233,-0.00555,0.16152,-0.07346,-0.21326,-0.1662,-0.02264,-0.08622,0.0553,-0.07527,0.03048,-0.11675,-0.10823,-0.06301,0.28852,0.04753,-0.04088,-0.04626,0.06927,0.09882,0.02195,0.07407,0.0826,0.23612
SIDM00649,1.29007,-0.49457,0.3824,-0.64599,1.73561,2.10532,-0.22115,-0.7127,-0.72007,-2.28307,-0.34894,0.83556,0.6764,-0.70833,-0.11585,0.46118,-0.05896,-1.13639,0.011,-1.14551,-0.04529,0.03151,0.2697,0.10336,-0.19126,0.04237,0.4979,-0.17554,-0.02174,0.41289,0.41561,0.06207,-0.36341,-0.06766,0.01787,0.38039,0.19402,0.14427,-0.90104,-0.24397,-0.26886,-0.00031,0.16279,0.16743,-0.15581,0.02495,-0.08504,-0.04638,-0.04873,-0.30785,-0.16694,-0.07115,-0.16994,-0.02516,-0.22324,-0.30396,0.6895,-0.01253,-0.05689,0.18919,0.0257,-0.13909,0.2656,-0.08498,0.06253,-0.05495,0.03744,-0.00158,0.08963,-0.19514,0.04289,0.01543,-0.4853,0.00821,0.04406,-0.0559,0.19249,0.03757,0.09102,0.18237,0.21916,0.01873,-0.11725,0.04896,0.02003,0.21081,0.00192,-0.10847,-0.14089,0.05135,-0.11462,-0.00409,0.12818,-0.08205,-0.08794,0.33771,0.0784,0.1321,-0.12628,0.09095
SIDM01025,-1.45184,0.54611,1.16526,-0.32342,-1.50693,-0.12453,0.4367,0.59458,-1.07785,-2.45231,-0.46413,-0.17523,0.01791,-0.10061,0.15364,0.01326,0.10213,-0.13503,0.04077,-0.42519,0.14083,-0.31788,-0.07291,0.02974,0.34093,0.41706,-0.15013,-0.22017,-0.03234,0.07023,0.4016,0.57008,0.25993,-0.05898,-0.65516,-0.04354,0.20009,0.01559,-0.61831,-0.68421,0.0083,-0.00291,0.21398,0.24318,-0.04641,-0.04104,0.10361,0.24617,-0.13226,-0.06593,-0.2087,0.0734,-0.2066,-0.09067,0.09262,0.0338,-0.11446,0.02566,-0.01435,-0.04904,-0.00034,0.04028,-0.29546,-0.0707,-0.64976,-0.01082,-0.01552,0.24693,-0.08799,-0.16283,-0.05374,-0.03104,0.10177,0.22043,-0.06118,0.19796,0.1561,0.08444,0.23076,0.0188,0.13806,-0.04044,0.01549,-0.04966,0.08221,-0.31454,-0.05011,-0.05045,0.10938,-0.0701,0.15382,-0.06225,0.01417,-0.10237,-0.18138,-0.10523,0.03063,0.05272,0.05081,0.04416
SIDM01105,1.92612,-2.94261,0.6842,-0.8429,2.95615,-0.77796,0.96067,-0.23426,1.36136,-1.9997,-0.16675,-0.59624,-0.24994,0.37433,-0.30967,-0.15099,-0.05663,0.01878,-0.0028,0.69747,0.05118,0.00937,-0.17813,-0.10708,-0.36906,-0.10095,-0.18833,0.38433,-0.00925,-0.64037,-0.06479,-0.69618,-0.03831,0.15065,0.35884,0.51642,0.25383,-0.15521,0.29189,1.21323,0.03555,0.26604,-0.09087,-0.18147,0.19136,0.25864,-0.07081,-0.17292,-0.15596,-0.51912,-0.14384,0.03275,0.38984,0.08955,-0.05615,0.1817,-0.02954,0.05181,-0.13239,-0.10425,-0.0452,0.02782,-0.29516,0.56747,-1.14129,0.36166,-0.01996,-0.04659,0.07533,0.03582,-0.00238,-0.01891,0.13428,-0.03646,0.09481,0.26568,0.26001,-0.05239,0.07078,0.13659,0.07158,-0.24012,-0.18922,-0.04132,0.01713,-0.03909,0.07248,-0.01195,-0.13474,0.04977,-0.36119,-0.07347,0.04046,0.17246,-0.00277,0.18931,-0.21312,-0.05107,0.31989,0.03507
SIDM01122,2.45935,0.05945,1.07983,-0.95427,0.52537,1.92495,-0.34512,-0.72398,0.05001,2.44923,-0.28092,0.5836,1.59235,-0.13452,-0.02587,2.44276,0.25385,0.54352,-0.04246,-0.1173,-0.12004,-0.2622,0.35511,0.02711,0.22385,0.41044,0.6248,-0.2822,-0.0176,0.56619,-0.72489,0.03255,-0.50085,-0.18888,-1.08212,-0.12209,0.11298,0.02015,0.13164,-0.09034,0.01938,-0.18999,0.2117,-0.57943,-0.21793,0.18384,0.092,0.01086,-0.01709,-0.36868,0.24015,0.08691,0.07019,-0.24123,0.09521,-0.20842,0.25325,0.05945,-0.01301,-0.06806,-0.10948,-0.23847,0.23331,-0.34184,-0.33524,-0.05987,-0.0073,0.0195,-0.16732,0.04087,0.13247,-0.05258,-0.03711,0.20899,-0.03172,0.08299,-0.05818,0.07664,-0.1344,0.18041,0.17375,0.07778,0.05478,-0.00486,0.08698,-0.32277,0.20935,-0.16402,-0.03169,0.0446,-0.04844,-0.00256,0.00229,-0.0771,0.02548,0.1154,-0.03681,-0.04931,0.07083,0.03593
SIDM00932,-0.3292,0.66061,0.64984,-0.09459,1.00221,-1.503,-0.17965,-1.43883,1.67755,-0.76744,0.03553,-0.28435,-3.53717,0.1077,0.46122,-0.60844,0.26413,0.63796,0.03571,0.28848,0.0701,0.10104,-0.0483,-0.07182,0.28624,-0.26495,-0.32312,-0.00891,0.01501,0.18107,-0.50566,0.45392,-0.00194,-0.12095,-0.56117,0.0425,-0.06123,-0.17387,-1.01468,-1.04574,0.14127,-0.23786,0.28848,0.45263,-0.24739,-0.18271,-0.16416,0.42217,0.04931,0.01127,-0.44887,0.20713,0.17519,0.03586,-0.0161,0.1264,0.56538,-0.2261,-0.00473,-0.00136,0.08205,-0.0141,-0.0011,-0.31769,0.09158,0.12716,0.01288,-0.23841,0.19981,-0.07694,0.011,0.05931,-0.13211,-0.29954,-0.00933,0.28085,-0.16983,0.15281,0.26563,-0.10845,0.11854,-0.1185,0.02331,-0.05115,0.18015,-0.13783,0.2973,-0.04723,-0.05563,0.05473,0.23741,-0.2507,-0.01684,0.06751,0.12236,0.31244,-0.15268,-0.16227,0.02322,-0.03816
SIDM00131,3.07763,-1.96072,-0.51292,0.79839,-0.10548,2.0106,0.03657,0.4916,-0.88109,1.86893,0.35973,-0.80015,2.59408,0.18413,0.20866,0.04815,-0.306,0.14167,-0.05099,1.84321,-0.28082,-0.07253,0.49895,-0.09435,-0.06075,0.04314,0.30058,-0.27068,0.02018,-0.25949,-0.69858,-0.1508,0.1697,0.22787,0.42569,0.05973,-0.3609,0.05157,0.01517,-1.34356,-0.03862,-0.12379,-0.15907,0.388,-0.13843,0.01472,-0.04065,-0.31001,0.07874,-0.33458,-0.3539,0.10846,0.3508,0.1248,-0.01391,0.30243,0.0493,0.09599,0.07628,0.00654,0.0184,-0.06721,-0.21888,-0.11339,0.05157,0.50656,-0.04123,-0.04319,-0.05471,0.03767,-0.09917,-0.01245,-0.54977,0.20502,-0.1757,0.60129,0.05182,0.04146,-0.04587,0.08979,-0.03048,-0.07091,0.22496,0.23562,-0.23346,0.09548,0.08074,0.13393,-0.02865,0.15943,0.18571,0.01545,0.26521,0.09335,-0.01677,-0.04263,0.07628,0.03097,0.15748,0.10647
SIDM00249,-3.45456,0.0447,-0.18389,0.72427,-2.46289,0.15014,0.49522,0.58871,-1.21751,0.86951,-0.51732,0.22552,-0.49084,-0.43668,0.23309,-0.01736,0.20916,0.51875,0.01796,0.56368,0.08345,0.19627,0.12179,0.045,-1.41321,0.12556,-0.26716,-0.28559,0.05657,0.08112,1.05405,-0.2569,-0.15348,-0.08255,-1.17891,0.31411,0.20243,-0.27753,-0.53312,-0.6529,0.04978,-0.11969,0.04726,-0.58751,-0.02374,-0.22683,0.14631,-0.26512,-0.21874,-0.33005,0.08904,-0.03427,-0.03723,-0.10314,-0.11905,0.33591,0.42405,-0.02881,0.09225,-0.00371,0.02568,-0.14447,0.0115,-0.93778,-0.07126,-0.04035,-0.02843,0.08514,0.01593,-0.02545,0.07122,0.05284,0.2478,0.0889,0.14851,-0.25121,0.27844,0.09097,0.0584,-0.26944,0.10248,0.1928,0.17252,0.04559,-0.02157,0.38343,0.03957,-0.0949,-0.00018,0.00327,0.001,-0.0798,-0.02893,0.06466,-0.21293,-0.28397,-0.04293,-0.0262,0.07622,-0.07727
SIDM01074,2.21359,-1.61947,0.46367,0.70389,-0.83624,1.36166,-0.08951,0.237,-0.35108,1.11367,0.50617,-0.50711,0.17617,-0.15243,-0.13921,-0.14921,0.06823,-0.08576,-0.05683,-0.58432,-0.21983,-0.25354,0.46201,-0.04815,0.14891,-0.05312,-0.09849,0.43327,-0.02126,-0.62943,0.023,0.27969,-0.01695,-0.00521,-0.06806,0.01368,0.32275,-0.19505,0.26878,-1.38221,-0.18047,0.03469,-0.14201,0.01787,-0.10603,0.24276,-0.30895,-0.05833,-0.0041,0.30683,0.20988,-0.01601,-0.0554,0.25144,-0.04239,-0.11286,0.45269,0.13102,0.15943,-0.01947,-0.15986,-0.23403,-0.0709,0.10559,-0.26863,0.415,0.00251,0.31258,-0.04233,-0.04969,0.02915,0.10041,0.33113,-0.13317,0.05399,-0.2738,-0.24985,0.37409,0.07122,0.01338,0.11383,-0.15193,0.16759,0.02454,0.21137,0.16415,0.09991,-0.21247,-0.03363,0.00374,0.03952,0.06576,-0.09096,0.0719,-0.07914,-0.33288,-0.06123,0.20522,-0.03627,-0.20049
SIDM00737,3.46841,1.13212,-3.86184,-0.2417,-1.28098,-2.10398,0.01468,0.52813,0.28953,-0.72514,-0.01214,0.14305,0.23013,0.56938,0.17584,1.11402,-0.41674,0.62809,-0.13131,-0.34485,0.10255,-0.33684,0.03882,-0.24757,0.20379,-0.54253,-0.36633,-0.4179,-0.07872,0.18252,0.73607,-1.01631,-0.12711,-0.25239,-0.44605,0.01871,0.23403,0.18422,0.71371,0.72538,0.16276,-0.12448,0.28729,0.39593,0.10041,-0.00811,-0.12576,0.00858,0.14286,0.90749,1.00506,-0.12764,0.17191,-0.13987,-0.17609,0.46137,-0.07211,0.43406,-0.00461,0.23345,0.0466,-0.12683,0.17709,-0.38039,-0.11677,0.1394,0.04559,-0.23331,0.31082,0.18315,-0.19296,-0.19084,0.1195,0.17918,-0.0963,0.09712,-0.027,-0.00066,-0.12541,-0.04307,0.15588,0.31353,-0.04226,0.21539,-0.33257,-0.28938,-0.12365,-0.07321,0.04089,-0.01656,0.05832,-0.07476,-0.1897,0.02522,-0.10855,-0.01619,0.21706,0.25216,0.2205,-0.00828
SIDM01081,-2.76334,0.04216,-0.78695,0.54763,-2.16559,2.1784,0.71578,0.44477,-0.48107,0.74024,-0.70853,0.01517,0.32819,-0.54685,0.15186,-0.1407,0.24825,0.38383,0.01277,0.06838,0.1422,-0.19996,-0.07484,0.11967,-1.24794,-0.07965,-0.21811,-0.29438,-0.00456,0.3821,-0.98569,0.17939,-0.25374,0.18477,-1.15097,4e-05,-0.02154,-0.39462,-0.47182,-1.22105,0.13186,-0.13222,-0.05902,-0.05716,-0.01749,-0.23435,-0.04015,0.14387,0.12757,-0.5212,-0.01365,0.01198,0.09438,-0.1425,-0.09094,0.33424,0.32327,-0.02054,0.04593,-0.04558,0.09483,0.07678,0.09353,0.82759,-0.18826,-0.00479,0.04256,0.1294,-0.0833,0.21456,0.10586,-0.03067,0.02034,0.23952,0.13042,-0.24462,-0.05634,0.18142,-0.01075,-0.10898,0.02414,0.00475,0.15686,-0.0812,-0.23161,0.07512,-0.27103,-0.03979,0.11828,-0.00373,-0.2442,-0.01389,-0.06427,0.09732,-0.02006,0.05121,0.07998,0.01937,0.17141,0.04264
SIDM01071,3.53475,1.71373,-5.08455,-0.35316,-1.63603,-0.36364,0.07735,0.26392,-0.10768,-2.32971,0.15017,0.28469,-1.76375,-0.21373,0.07229,0.87613,-0.29479,-0.04007,0.03346,-1.02528,-0.26723,0.08186,0.09123,-0.32237,0.04129,-0.12276,-0.13518,0.49556,0.02732,0.15017,1.26303,-1.18683,0.16141,0.10494,-0.09072,0.04299,-0.23019,0.12833,0.12019,0.81609,-0.07051,-0.08328,-0.10464,0.08467,-0.06467,-0.11245,-0.1017,0.15979,-0.11926,-0.02102,0.70287,0.19092,-0.0186,-0.21799,0.03464,0.45252,0.02135,0.04481,-0.13038,0.02602,0.09654,-0.24311,-0.00208,-0.01283,-0.16223,0.20523,-0.00031,-0.17456,0.30085,-0.08275,-0.18492,0.18597,0.14447,-0.09035,-0.41498,-0.09525,-0.38121,0.0971,-0.00347,-0.18417,-0.12847,0.31364,-0.01691,-0.15277,0.08003,0.35565,0.21728,0.08346,0.17667,-0.03053,0.03976,0.28121,-0.10879,0.06049,-0.11559,0.02169,1e-05,0.14907,0.07495,0.00057
SIDM00218,1.4063,-1.89167,0.55745,0.91429,0.21862,-1.15589,-0.22915,0.38128,-2.09492,-0.43518,0.27925,-0.00561,-1.30658,-0.06471,0.06975,0.15881,0.31688,-0.0462,0.03035,-2.31915,-0.26305,0.17861,-0.36541,-0.02165,0.1269,0.12749,0.05133,-0.02896,-0.018,-0.14275,-0.23475,0.1146,0.00103,0.01434,-0.79419,-0.06405,0.02514,-0.28023,-0.00941,-1.41572,-0.10635,0.03047,0.32508,0.59896,0.06418,0.00744,0.27971,-0.0434,-0.10189,-0.52599,0.07132,0.13492,0.21869,-0.5121,-0.06946,-0.14396,-0.33178,-0.29433,-0.03166,-0.02456,0.02803,0.1932,-0.06579,0.75653,0.08279,-0.25861,0.0414,0.63559,-0.41172,0.07533,-0.00404,-0.22142,0.23087,0.07356,0.10305,-0.37231,0.13014,-0.03065,0.00543,-0.12297,-0.15176,0.03491,0.13896,0.08242,-0.33036,0.13515,0.06134,-0.09175,0.11428,0.01447,0.04165,0.53482,-0.01616,0.04643,0.69105,-0.1283,-0.22936,0.0531,0.0813,-0.04285
SIDM00230,-0.55784,1.43714,-1.74449,-1.03133,-0.22708,-0.18472,0.24866,0.75185,-0.87013,-0.5698,0.70749,-0.06155,0.73919,-1.25513,0.35783,-0.45322,0.16248,-0.38786,-0.03613,-1.32262,-0.26205,-0.4721,0.17327,0.00379,0.11283,-0.37582,-0.54244,-0.639,-0.03704,0.43779,-0.63148,-0.07232,0.05817,0.0116,-0.21929,0.38163,0.68909,-0.11925,0.19192,0.89274,-0.02622,0.05844,0.03409,-0.20189,-0.05831,-0.72694,-0.04685,0.03064,0.08442,-0.28134,-0.38101,-0.18572,-0.30366,-0.09981,-0.13832,-0.426,-0.47305,-0.16168,-0.23894,0.10555,0.14506,-0.25595,0.23905,-0.07455,-0.43518,0.50287,0.04434,-0.41167,0.02089,-0.16877,0.07352,0.11134,-0.10649,0.39919,0.4368,0.17727,0.06775,0.52647,-0.0895,-0.26047,0.21058,-0.00464,-0.07515,0.0509,0.01043,-0.66148,0.01682,0.38102,-0.04949,-0.20105,0.25023,0.11073,0.06982,0.26438,-0.05211,-0.42034,0.14275,-0.04446,-0.2203,0.10091
